model_name,prompt_idx,prompt_type,prompt_length,layer_idx,head_idx,sketch_dim,theta,topk_overlap,rank_correlation,false_elimination_rate,elimination_rate,num_tokens
gpt2,5,long,24,6,5,64,0.5,0.625,0.9724489795918367,0.75,0.9166666666666666,24
gpt2,5,long,24,6,6,64,0.5,0.75,0.9422448979591836,0.625,0.875,24
gpt2,5,long,24,6,7,64,0.5,0.875,0.9714285714285714,0.0,0.375,24
gpt2,5,long,24,6,8,64,0.5,0.625,0.976530612244898,0.375,0.6666666666666666,24
gpt2,5,long,24,6,9,64,0.5,0.5,0.9104081632653062,0.875,0.9583333333333334,24
gpt2,5,long,24,6,10,64,0.5,0.75,0.9724489795918367,0.0,0.2916666666666667,24
gpt2,5,long,24,6,11,64,0.5,0.75,0.9693877551020408,0.0,0.5833333333333334,24
gpt2,5,long,24,6,0,64,0.7,0.875,0.9712244897959184,0.25,0.75,24
gpt2,5,long,24,6,1,64,0.7,0.75,0.9555102040816327,0.25,0.625,24
gpt2,5,long,24,6,2,64,0.7,0.75,0.9736734693877551,0.875,0.9583333333333334,24
gpt2,5,long,24,6,3,64,0.7,1.0,0.9946938775510205,0.0,0.4583333333333333,24
gpt2,5,long,24,6,4,64,0.7,0.625,0.9728571428571429,0.0,0.5,24
gpt2,5,long,24,6,5,64,0.7,0.625,0.9724489795918367,0.75,0.9166666666666666,24
gpt2,5,long,24,6,6,64,0.7,0.75,0.9422448979591836,0.625,0.875,24
gpt2,5,long,24,6,7,64,0.7,0.875,0.9714285714285714,0.0,0.375,24
gpt2,5,long,24,6,8,64,0.7,0.625,0.976530612244898,0.375,0.6666666666666666,24
gpt2,5,long,24,6,9,64,0.7,0.5,0.9104081632653062,0.875,0.9583333333333334,24
gpt2,5,long,24,6,10,64,0.7,0.75,0.9724489795918367,0.0,0.2916666666666667,24
gpt2,5,long,24,6,11,64,0.7,0.75,0.9693877551020408,0.0,0.5833333333333334,24
gpt2,5,long,24,6,0,64,0.9,0.875,0.9712244897959184,0.25,0.75,24
gpt2,5,long,24,6,1,64,0.9,0.75,0.9555102040816327,0.25,0.625,24
gpt2,5,long,24,6,2,64,0.9,0.75,0.9736734693877551,0.875,0.9583333333333334,24
gpt2,5,long,24,6,3,64,0.9,1.0,0.9946938775510205,0.0,0.4583333333333333,24
gpt2,5,long,24,6,4,64,0.9,0.625,0.9728571428571429,0.0,0.5,24
gpt2,5,long,24,6,5,64,0.9,0.625,0.9724489795918367,0.75,0.9166666666666666,24
gpt2,5,long,24,6,6,64,0.9,0.75,0.9422448979591836,0.625,0.875,24
gpt2,5,long,24,6,7,64,0.9,0.875,0.9714285714285714,0.0,0.375,24
gpt2,5,long,24,6,8,64,0.9,0.625,0.976530612244898,0.375,0.6666666666666666,24
gpt2,5,long,24,6,9,64,0.9,0.5,0.9104081632653062,0.875,0.9583333333333334,24
gpt2,5,long,24,6,10,64,0.9,0.75,0.9724489795918367,0.0,0.2916666666666667,24
gpt2,5,long,24,6,11,64,0.9,0.75,0.9693877551020408,0.0,0.5833333333333334,24
gpt2,5,long,24,9,0,8,0.1,0.625,0.9412244897959183,0.25,0.5416666666666666,24
gpt2,5,long,24,9,1,8,0.1,0.5,0.9202040816326531,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,8,0.1,0.625,0.8785714285714286,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,8,0.1,0.5,0.8814285714285715,0.875,0.875,24
gpt2,5,long,24,9,4,8,0.1,0.625,0.9408163265306122,0.0,0.125,24
gpt2,5,long,24,9,5,8,0.1,0.5,0.8818367346938776,0.5,0.6666666666666666,24
gpt2,5,long,24,9,6,8,0.1,0.625,0.9218367346938775,0.125,0.5,24
gpt2,5,long,24,9,7,8,0.1,0.125,0.7204081632653061,0.625,0.375,24
gpt2,5,long,24,9,8,8,0.1,0.25,0.8036734693877551,0.0,0.041666666666666664,24
gpt2,5,long,24,9,9,8,0.1,0.625,0.8706122448979592,0.0,0.041666666666666664,24
gpt2,5,long,24,9,10,8,0.1,0.5,0.7455102040816326,0.875,0.875,24
gpt2,5,long,24,9,11,8,0.1,0.75,0.9414285714285714,0.0,0.0,24
gpt2,5,long,24,9,0,8,0.3,0.625,0.9412244897959183,0.25,0.5416666666666666,24
gpt2,5,long,24,9,1,8,0.3,0.5,0.9202040816326531,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,8,0.3,0.625,0.8785714285714286,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,8,0.3,0.5,0.8814285714285715,0.875,0.875,24
gpt2,5,long,24,9,4,8,0.3,0.625,0.9408163265306122,0.0,0.125,24
gpt2,5,long,24,9,5,8,0.3,0.5,0.8818367346938776,0.5,0.6666666666666666,24
gpt2,5,long,24,9,6,8,0.3,0.625,0.9218367346938775,0.125,0.5,24
gpt2,5,long,24,9,7,8,0.3,0.125,0.7204081632653061,0.625,0.375,24
gpt2,5,long,24,9,8,8,0.3,0.25,0.8036734693877551,0.0,0.041666666666666664,24
gpt2,5,long,24,9,9,8,0.3,0.625,0.8706122448979592,0.0,0.041666666666666664,24
gpt2,5,long,24,9,10,8,0.3,0.5,0.7455102040816326,0.875,0.875,24
gpt2,5,long,24,9,11,8,0.3,0.75,0.9414285714285714,0.0,0.0,24
gpt2,5,long,24,9,0,8,0.5,0.625,0.9412244897959183,0.25,0.5416666666666666,24
gpt2,5,long,24,9,1,8,0.5,0.5,0.9202040816326531,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,8,0.5,0.625,0.8785714285714286,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,8,0.5,0.5,0.8814285714285715,0.875,0.875,24
gpt2,5,long,24,9,4,8,0.5,0.625,0.9408163265306122,0.0,0.125,24
gpt2,5,long,24,9,5,8,0.5,0.5,0.8818367346938776,0.5,0.6666666666666666,24
gpt2,5,long,24,9,6,8,0.5,0.625,0.9218367346938775,0.125,0.5,24
gpt2,5,long,24,9,7,8,0.5,0.125,0.7204081632653061,0.625,0.375,24
gpt2,5,long,24,9,8,8,0.5,0.25,0.8036734693877551,0.0,0.041666666666666664,24
gpt2,5,long,24,9,9,8,0.5,0.625,0.8706122448979592,0.0,0.041666666666666664,24
gpt2,5,long,24,9,10,8,0.5,0.5,0.7455102040816326,0.875,0.875,24
gpt2,5,long,24,9,11,8,0.5,0.75,0.9414285714285714,0.0,0.0,24
gpt2,5,long,24,9,0,8,0.7,0.625,0.9412244897959183,0.25,0.5416666666666666,24
gpt2,5,long,24,9,1,8,0.7,0.5,0.9202040816326531,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,8,0.7,0.625,0.8785714285714286,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,8,0.7,0.5,0.8814285714285715,0.875,0.875,24
gpt2,5,long,24,9,4,8,0.7,0.625,0.9408163265306122,0.0,0.125,24
gpt2,5,long,24,9,5,8,0.7,0.5,0.8818367346938776,0.5,0.6666666666666666,24
gpt2,5,long,24,9,6,8,0.7,0.625,0.9218367346938775,0.125,0.5,24
gpt2,5,long,24,9,7,8,0.7,0.125,0.7204081632653061,0.625,0.375,24
gpt2,5,long,24,9,8,8,0.7,0.25,0.8036734693877551,0.0,0.041666666666666664,24
gpt2,5,long,24,9,9,8,0.7,0.625,0.8706122448979592,0.0,0.041666666666666664,24
gpt2,5,long,24,9,10,8,0.7,0.5,0.7455102040816326,0.875,0.875,24
gpt2,5,long,24,9,11,8,0.7,0.75,0.9414285714285714,0.0,0.0,24
gpt2,5,long,24,9,0,8,0.9,0.625,0.9412244897959183,0.25,0.5416666666666666,24
gpt2,5,long,24,9,1,8,0.9,0.5,0.9202040816326531,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,8,0.9,0.625,0.8785714285714286,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,8,0.9,0.5,0.8814285714285715,0.875,0.875,24
gpt2,5,long,24,9,4,8,0.9,0.625,0.9408163265306122,0.0,0.125,24
gpt2,5,long,24,9,5,8,0.9,0.5,0.8818367346938776,0.5,0.6666666666666666,24
gpt2,5,long,24,9,6,8,0.9,0.625,0.9218367346938775,0.125,0.5,24
gpt2,5,long,24,9,7,8,0.9,0.125,0.7204081632653061,0.625,0.375,24
gpt2,5,long,24,9,8,8,0.9,0.25,0.8036734693877551,0.0,0.041666666666666664,24
gpt2,5,long,24,9,9,8,0.9,0.625,0.8706122448979592,0.0,0.041666666666666664,24
gpt2,5,long,24,9,10,8,0.9,0.5,0.7455102040816326,0.875,0.875,24
gpt2,5,long,24,9,11,8,0.9,0.75,0.9414285714285714,0.0,0.0,24
gpt2,5,long,24,9,0,16,0.1,0.875,0.9863265306122448,0.0,0.0,24
gpt2,5,long,24,9,1,16,0.1,0.75,0.9679591836734693,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,16,0.1,0.75,0.9567346938775511,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,16,0.1,0.375,0.8910204081632653,0.375,0.4166666666666667,24
gpt2,5,long,24,9,4,16,0.1,0.5,0.8842857142857142,0.0,0.375,24
gpt2,5,long,24,9,5,16,0.1,0.625,0.8975510204081633,0.125,0.2916666666666667,24
gpt2,5,long,24,9,6,16,0.1,0.75,0.9322448979591836,0.125,0.4166666666666667,24
gpt2,5,long,24,9,7,16,0.1,0.625,0.8928571428571429,0.5,0.8333333333333334,24
gpt2,5,long,24,9,8,16,0.1,0.5,0.8881632653061224,0.125,0.2916666666666667,24
gpt2,5,long,24,9,9,16,0.1,0.75,0.9116326530612245,0.0,0.125,24
gpt2,5,long,24,9,10,16,0.1,0.5,0.9491836734693877,0.125,0.5,24
gpt2,5,long,24,9,11,16,0.1,0.625,0.9446938775510204,0.0,0.125,24
gpt2,5,long,24,9,0,16,0.3,0.875,0.9863265306122448,0.0,0.0,24
gpt2,5,long,24,9,1,16,0.3,0.75,0.9679591836734693,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,16,0.3,0.75,0.9567346938775511,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,16,0.3,0.375,0.8910204081632653,0.375,0.4166666666666667,24
gpt2,5,long,24,9,4,16,0.3,0.5,0.8842857142857142,0.0,0.375,24
gpt2,5,long,24,9,5,16,0.3,0.625,0.8975510204081633,0.125,0.2916666666666667,24
gpt2,5,long,24,9,6,16,0.3,0.75,0.9322448979591836,0.125,0.4166666666666667,24
gpt2,5,long,24,9,7,16,0.3,0.625,0.8928571428571429,0.5,0.8333333333333334,24
gpt2,5,long,24,9,8,16,0.3,0.5,0.8881632653061224,0.125,0.2916666666666667,24
gpt2,5,long,24,9,9,16,0.3,0.75,0.9116326530612245,0.0,0.125,24
gpt2,5,long,24,9,10,16,0.3,0.5,0.9491836734693877,0.125,0.5,24
gpt2,5,long,24,9,11,16,0.3,0.625,0.9446938775510204,0.0,0.125,24
gpt2,5,long,24,9,0,16,0.5,0.875,0.9863265306122448,0.0,0.0,24
gpt2,5,long,24,9,1,16,0.5,0.75,0.9679591836734693,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,16,0.5,0.75,0.9567346938775511,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,16,0.5,0.375,0.8910204081632653,0.375,0.4166666666666667,24
gpt2,5,long,24,9,4,16,0.5,0.5,0.8842857142857142,0.0,0.375,24
gpt2,5,long,24,9,5,16,0.5,0.625,0.8975510204081633,0.125,0.2916666666666667,24
gpt2,5,long,24,9,6,16,0.5,0.75,0.9322448979591836,0.125,0.4166666666666667,24
gpt2,5,long,24,9,7,16,0.5,0.625,0.8928571428571429,0.5,0.8333333333333334,24
gpt2,5,long,24,9,8,16,0.5,0.5,0.8881632653061224,0.125,0.2916666666666667,24
gpt2,5,long,24,9,9,16,0.5,0.75,0.9116326530612245,0.0,0.125,24
gpt2,5,long,24,9,10,16,0.5,0.5,0.9491836734693877,0.125,0.5,24
gpt2,5,long,24,9,11,16,0.5,0.625,0.9446938775510204,0.0,0.125,24
gpt2,5,long,24,9,0,16,0.7,0.875,0.9863265306122448,0.0,0.0,24
gpt2,5,long,24,9,1,16,0.7,0.75,0.9679591836734693,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,16,0.7,0.75,0.9567346938775511,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,16,0.7,0.375,0.8910204081632653,0.375,0.4166666666666667,24
gpt2,5,long,24,9,4,16,0.7,0.5,0.8842857142857142,0.0,0.375,24
gpt2,5,long,24,9,5,16,0.7,0.625,0.8975510204081633,0.125,0.2916666666666667,24
gpt2,5,long,24,9,6,16,0.7,0.75,0.9322448979591836,0.125,0.4166666666666667,24
gpt2,5,long,24,9,7,16,0.7,0.625,0.8928571428571429,0.5,0.8333333333333334,24
gpt2,5,long,24,9,8,16,0.7,0.5,0.8881632653061224,0.125,0.2916666666666667,24
gpt2,5,long,24,9,9,16,0.7,0.75,0.9116326530612245,0.0,0.125,24
gpt2,5,long,24,9,10,16,0.7,0.5,0.9491836734693877,0.125,0.5,24
gpt2,5,long,24,9,11,16,0.7,0.625,0.9446938775510204,0.0,0.125,24
gpt2,5,long,24,9,0,16,0.9,0.875,0.9863265306122448,0.0,0.0,24
gpt2,5,long,24,9,1,16,0.9,0.75,0.9679591836734693,0.0,0.041666666666666664,24
gpt2,5,long,24,9,2,16,0.9,0.75,0.9567346938775511,0.0,0.041666666666666664,24
gpt2,5,long,24,9,3,16,0.9,0.375,0.8910204081632653,0.375,0.4166666666666667,24
gpt2,5,long,24,9,4,16,0.9,0.5,0.8842857142857142,0.0,0.375,24
gpt2,5,long,24,9,5,16,0.9,0.625,0.8975510204081633,0.125,0.2916666666666667,24
gpt2,5,long,24,9,6,16,0.9,0.75,0.9322448979591836,0.125,0.4166666666666667,24
gpt2,5,long,24,9,7,16,0.9,0.625,0.8928571428571429,0.5,0.8333333333333334,24
gpt2,5,long,24,9,8,16,0.9,0.5,0.8881632653061224,0.125,0.2916666666666667,24
gpt2,5,long,24,9,9,16,0.9,0.75,0.9116326530612245,0.0,0.125,24
gpt2,5,long,24,9,10,16,0.9,0.5,0.9491836734693877,0.125,0.5,24
gpt2,5,long,24,9,11,16,0.9,0.625,0.9446938775510204,0.0,0.125,24
gpt2,5,long,24,9,0,32,0.1,0.875,0.9824489795918367,0.0,0.125,24
gpt2,5,long,24,9,1,32,0.1,0.625,0.9610204081632653,0.0,0.0,24
gpt2,5,long,24,9,2,32,0.1,0.625,0.9291836734693878,0.0,0.0,24
gpt2,5,long,24,9,3,32,0.1,0.75,0.9055102040816326,0.25,0.625,24
gpt2,5,long,24,9,4,32,0.1,0.75,0.943469387755102,0.25,0.6666666666666666,24
gpt2,5,long,24,9,5,32,0.1,0.5,0.8989795918367347,0.875,0.9583333333333334,24
gpt2,5,long,24,9,6,32,0.1,0.75,0.92,0.125,0.5,24
gpt2,5,long,24,9,7,32,0.1,0.625,0.8973469387755102,0.75,0.875,24
gpt2,5,long,24,9,8,32,0.1,0.625,0.9440816326530612,0.0,0.0,24
gpt2,5,long,24,9,9,32,0.1,0.75,0.8665306122448979,0.0,0.25,24
gpt2,5,long,24,9,10,32,0.1,0.625,0.9659183673469388,0.0,0.0,24
gpt2,5,long,24,9,11,32,0.1,0.75,0.9710204081632653,0.0,0.20833333333333334,24
gpt2,5,long,24,9,0,32,0.3,0.875,0.9824489795918367,0.0,0.125,24
gpt2,5,long,24,9,1,32,0.3,0.625,0.9610204081632653,0.0,0.0,24
gpt2,5,long,24,9,2,32,0.3,0.625,0.9291836734693878,0.0,0.0,24
gpt2,5,long,24,9,3,32,0.3,0.75,0.9055102040816326,0.25,0.625,24
gpt2,5,long,24,9,4,32,0.3,0.75,0.943469387755102,0.25,0.6666666666666666,24
gpt2,5,long,24,9,5,32,0.3,0.5,0.8989795918367347,0.875,0.9583333333333334,24
gpt2,5,long,24,9,6,32,0.3,0.75,0.92,0.125,0.5,24
gpt2,5,long,24,9,7,32,0.3,0.625,0.8973469387755102,0.75,0.875,24
gpt2,5,long,24,9,8,32,0.3,0.625,0.9440816326530612,0.0,0.0,24
gpt2,5,long,24,9,9,32,0.3,0.75,0.8665306122448979,0.0,0.25,24
gpt2,5,long,24,9,10,32,0.3,0.625,0.9659183673469388,0.0,0.0,24
gpt2,5,long,24,9,11,32,0.3,0.75,0.9710204081632653,0.0,0.20833333333333334,24
gpt2,5,long,24,9,0,32,0.5,0.875,0.9824489795918367,0.0,0.125,24
gpt2,5,long,24,9,1,32,0.5,0.625,0.9610204081632653,0.0,0.0,24
gpt2,5,long,24,9,2,32,0.5,0.625,0.9291836734693878,0.0,0.0,24
gpt2,5,long,24,9,3,32,0.5,0.75,0.9055102040816326,0.25,0.625,24
gpt2,5,long,24,9,4,32,0.5,0.75,0.943469387755102,0.25,0.6666666666666666,24
gpt2,5,long,24,9,5,32,0.5,0.5,0.8989795918367347,0.875,0.9583333333333334,24
gpt2,5,long,24,9,6,32,0.5,0.75,0.92,0.125,0.5,24
gpt2,5,long,24,9,7,32,0.5,0.625,0.8973469387755102,0.75,0.875,24
gpt2,5,long,24,9,8,32,0.5,0.625,0.9440816326530612,0.0,0.0,24
gpt2,5,long,24,9,9,32,0.5,0.75,0.8665306122448979,0.0,0.25,24
gpt2,5,long,24,9,10,32,0.5,0.625,0.9659183673469388,0.0,0.0,24
gpt2,5,long,24,9,11,32,0.5,0.75,0.9710204081632653,0.0,0.20833333333333334,24
gpt2,5,long,24,9,0,32,0.7,0.875,0.9824489795918367,0.0,0.125,24
gpt2,5,long,24,9,1,32,0.7,0.625,0.9610204081632653,0.0,0.0,24
gpt2,5,long,24,9,2,32,0.7,0.625,0.9291836734693878,0.0,0.0,24
gpt2,5,long,24,9,3,32,0.7,0.75,0.9055102040816326,0.25,0.625,24
gpt2,5,long,24,9,4,32,0.7,0.75,0.943469387755102,0.25,0.6666666666666666,24
gpt2,5,long,24,9,5,32,0.7,0.5,0.8989795918367347,0.875,0.9583333333333334,24
gpt2,5,long,24,9,6,32,0.7,0.75,0.92,0.125,0.5,24
gpt2,5,long,24,9,7,32,0.7,0.625,0.8973469387755102,0.75,0.875,24
gpt2,5,long,24,9,8,32,0.7,0.625,0.9440816326530612,0.0,0.0,24
gpt2,5,long,24,9,9,32,0.7,0.75,0.8665306122448979,0.0,0.25,24
gpt2,5,long,24,9,10,32,0.7,0.625,0.9659183673469388,0.0,0.0,24
gpt2,5,long,24,9,11,32,0.7,0.75,0.9710204081632653,0.0,0.20833333333333334,24
gpt2,5,long,24,9,0,32,0.9,0.875,0.9824489795918367,0.0,0.125,24
gpt2,5,long,24,9,1,32,0.9,0.625,0.9610204081632653,0.0,0.0,24
gpt2,5,long,24,9,2,32,0.9,0.625,0.9291836734693878,0.0,0.0,24
gpt2,5,long,24,9,3,32,0.9,0.75,0.9055102040816326,0.25,0.625,24
gpt2,5,long,24,9,4,32,0.9,0.75,0.943469387755102,0.25,0.6666666666666666,24
gpt2,5,long,24,9,5,32,0.9,0.5,0.8989795918367347,0.875,0.9583333333333334,24
gpt2,5,long,24,9,6,32,0.9,0.75,0.92,0.125,0.5,24
gpt2,5,long,24,9,7,32,0.9,0.625,0.8973469387755102,0.75,0.875,24
gpt2,5,long,24,9,8,32,0.9,0.625,0.9440816326530612,0.0,0.0,24
gpt2,5,long,24,9,9,32,0.9,0.75,0.8665306122448979,0.0,0.25,24
gpt2,5,long,24,9,10,32,0.9,0.625,0.9659183673469388,0.0,0.0,24
gpt2,5,long,24,9,11,32,0.9,0.75,0.9710204081632653,0.0,0.20833333333333334,24
gpt2,5,long,24,9,0,64,0.1,0.875,0.9630612244897959,0.0,0.041666666666666664,24
gpt2,5,long,24,9,1,64,0.1,0.875,0.9273469387755102,0.125,0.7083333333333334,24
gpt2,5,long,24,9,2,64,0.1,0.625,0.9530612244897959,0.0,0.0,24
gpt2,5,long,24,9,3,64,0.1,0.75,0.9418367346938775,0.5,0.8333333333333334,24
gpt2,5,long,24,9,4,64,0.1,0.875,0.9871428571428571,0.0,0.4166666666666667,24
gpt2,5,long,24,9,5,64,0.1,0.75,0.9085714285714286,0.5,0.75,24
gpt2,5,long,24,9,6,64,0.1,0.75,0.9679591836734693,0.0,0.25,24
gpt2,5,long,24,9,7,64,0.1,0.5,0.8926530612244898,0.875,0.9583333333333334,24
gpt2,5,long,24,9,8,64,0.1,0.75,0.9834693877551021,0.0,0.125,24
gpt2,5,long,24,9,9,64,0.1,0.625,0.9102040816326531,0.0,0.0,24
gpt2,5,long,24,9,10,64,0.1,0.625,0.973265306122449,0.0,0.16666666666666666,24
gpt2,5,long,24,9,11,64,0.1,0.75,0.9691836734693877,0.0,0.08333333333333333,24
gpt2,5,long,24,9,0,64,0.3,0.875,0.9630612244897959,0.0,0.041666666666666664,24
gpt2,5,long,24,9,1,64,0.3,0.875,0.9273469387755102,0.125,0.7083333333333334,24
gpt2,5,long,24,9,2,64,0.3,0.625,0.9530612244897959,0.0,0.0,24
gpt2,5,long,24,9,3,64,0.3,0.75,0.9418367346938775,0.5,0.8333333333333334,24
gpt2,5,long,24,9,4,64,0.3,0.875,0.9871428571428571,0.0,0.4166666666666667,24
gpt2,5,long,24,9,5,64,0.3,0.75,0.9085714285714286,0.5,0.75,24
gpt2,5,long,24,9,6,64,0.3,0.75,0.9679591836734693,0.0,0.2916666666666667,24
gpt2,5,long,24,9,7,64,0.3,0.5,0.8926530612244898,0.875,0.9583333333333334,24
gpt2,5,long,24,9,8,64,0.3,0.75,0.9834693877551021,0.0,0.125,24
gpt2,5,long,24,9,9,64,0.3,0.625,0.9102040816326531,0.0,0.0,24
gpt2,5,long,24,9,10,64,0.3,0.625,0.973265306122449,0.0,0.16666666666666666,24
gpt2,5,long,24,9,11,64,0.3,0.75,0.9691836734693877,0.0,0.08333333333333333,24
gpt2,5,long,24,9,0,64,0.5,0.875,0.9630612244897959,0.0,0.041666666666666664,24
gpt2,5,long,24,9,1,64,0.5,0.875,0.9273469387755102,0.125,0.7083333333333334,24
gpt2,5,long,24,9,2,64,0.5,0.625,0.9530612244897959,0.0,0.0,24
gpt2,5,long,24,9,3,64,0.5,0.75,0.9418367346938775,0.5,0.8333333333333334,24
gpt2,5,long,24,9,4,64,0.5,0.875,0.9871428571428571,0.0,0.4166666666666667,24
gpt2,5,long,24,9,5,64,0.5,0.75,0.9085714285714286,0.5,0.75,24
gpt2,5,long,24,9,6,64,0.5,0.75,0.9679591836734693,0.0,0.2916666666666667,24
gpt2,5,long,24,9,7,64,0.5,0.5,0.8926530612244898,0.875,0.9583333333333334,24
gpt2,5,long,24,9,8,64,0.5,0.75,0.9834693877551021,0.0,0.125,24
gpt2,5,long,24,9,9,64,0.5,0.625,0.9102040816326531,0.0,0.0,24
gpt2,5,long,24,9,10,64,0.5,0.625,0.973265306122449,0.0,0.16666666666666666,24
gpt2,5,long,24,9,11,64,0.5,0.75,0.9691836734693877,0.0,0.08333333333333333,24
gpt2,5,long,24,9,0,64,0.7,0.875,0.9630612244897959,0.0,0.041666666666666664,24
gpt2,5,long,24,9,1,64,0.7,0.875,0.9273469387755102,0.125,0.7083333333333334,24
gpt2,5,long,24,9,2,64,0.7,0.625,0.9530612244897959,0.0,0.0,24
gpt2,5,long,24,9,3,64,0.7,0.75,0.9418367346938775,0.5,0.8333333333333334,24
gpt2,5,long,24,9,4,64,0.7,0.875,0.9871428571428571,0.0,0.4166666666666667,24
gpt2,5,long,24,9,5,64,0.7,0.75,0.9085714285714286,0.5,0.75,24
gpt2,5,long,24,9,6,64,0.7,0.75,0.9679591836734693,0.0,0.2916666666666667,24
gpt2,5,long,24,9,7,64,0.7,0.5,0.8926530612244898,0.875,0.9583333333333334,24
gpt2,5,long,24,9,8,64,0.7,0.75,0.9834693877551021,0.0,0.125,24
gpt2,5,long,24,9,9,64,0.7,0.625,0.9102040816326531,0.0,0.0,24
gpt2,5,long,24,9,10,64,0.7,0.625,0.973265306122449,0.0,0.16666666666666666,24
gpt2,5,long,24,9,11,64,0.7,0.75,0.9691836734693877,0.0,0.08333333333333333,24
gpt2,5,long,24,9,0,64,0.9,0.875,0.9630612244897959,0.0,0.041666666666666664,24
gpt2,5,long,24,9,1,64,0.9,0.875,0.9273469387755102,0.125,0.7083333333333334,24
gpt2,5,long,24,9,2,64,0.9,0.625,0.9530612244897959,0.0,0.0,24
gpt2,5,long,24,9,3,64,0.9,0.75,0.9418367346938775,0.5,0.8333333333333334,24
gpt2,5,long,24,9,4,64,0.9,0.875,0.9871428571428571,0.0,0.4166666666666667,24
gpt2,5,long,24,9,5,64,0.9,0.75,0.9085714285714286,0.5,0.75,24
gpt2,5,long,24,9,6,64,0.9,0.75,0.9679591836734693,0.0,0.2916666666666667,24
gpt2,5,long,24,9,7,64,0.9,0.5,0.8926530612244898,0.875,0.9583333333333334,24
gpt2,5,long,24,9,8,64,0.9,0.75,0.9834693877551021,0.0,0.125,24
gpt2,5,long,24,9,9,64,0.9,0.625,0.9102040816326531,0.0,0.0,24
gpt2,5,long,24,9,10,64,0.9,0.625,0.973265306122449,0.0,0.16666666666666666,24
gpt2,5,long,24,9,11,64,0.9,0.75,0.9691836734693877,0.0,0.08333333333333333,24
gpt2,6,code,17,0,0,8,0.1,0.5,0.8593837535014005,0.0,0.0,17
gpt2,6,code,17,0,1,8,0.1,0.5,0.7887955182072828,0.0,0.0,17
gpt2,6,code,17,0,2,8,0.1,0.875,0.9243697478991596,0.5,0.7647058823529411,17
gpt2,6,code,17,0,3,8,0.1,0.875,0.9607843137254901,0.0,0.0,17
gpt2,6,code,17,0,4,8,0.1,0.875,0.9641456582633052,0.0,0.0,17
gpt2,6,code,17,0,5,8,0.1,0.625,0.8201680672268906,0.125,0.11764705882352941,17
gpt2,6,code,17,0,6,8,0.1,0.25,0.7042016806722688,0.0,0.0,17
gpt2,6,code,17,0,7,8,0.1,0.875,0.9742296918767506,1.0,1.0,17
gpt2,6,code,17,0,8,8,0.1,1.0,0.9865546218487393,1.0,1.0,17
gpt2,6,code,17,0,9,8,0.1,0.875,0.9781512605042015,1.0,1.0,17
gpt2,6,code,17,0,10,8,0.1,0.625,0.8179271708683472,0.25,0.23529411764705882,17
gpt2,6,code,17,0,11,8,0.1,0.75,0.9630252100840335,1.0,1.0,17
gpt2,6,code,17,0,0,8,0.3,0.5,0.8593837535014005,0.0,0.0,17
gpt2,6,code,17,0,1,8,0.3,0.5,0.7887955182072828,0.0,0.0,17
gpt2,6,code,17,0,2,8,0.3,0.875,0.9243697478991596,0.5,0.7647058823529411,17
gpt2,6,code,17,0,3,8,0.3,0.875,0.9607843137254901,0.0,0.0,17
gpt2,6,code,17,0,4,8,0.3,0.875,0.9641456582633052,0.0,0.0,17
gpt2,6,code,17,0,5,8,0.3,0.625,0.8201680672268906,0.125,0.11764705882352941,17
gpt2,6,code,17,0,6,8,0.3,0.25,0.7042016806722688,0.0,0.0,17
gpt2,6,code,17,0,7,8,0.3,0.875,0.9742296918767506,1.0,1.0,17
gpt2,6,code,17,0,8,8,0.3,1.0,0.9865546218487393,1.0,1.0,17
gpt2,6,code,17,0,9,8,0.3,0.875,0.9781512605042015,1.0,1.0,17
gpt2,6,code,17,0,10,8,0.3,0.625,0.8179271708683472,0.25,0.29411764705882354,17
gpt2,6,code,17,0,11,8,0.3,0.75,0.9630252100840335,1.0,1.0,17
gpt2,6,code,17,0,0,8,0.5,0.5,0.8593837535014005,0.0,0.0,17
gpt2,6,code,17,0,1,8,0.5,0.5,0.7887955182072828,0.0,0.0,17
gpt2,6,code,17,0,2,8,0.5,0.875,0.9243697478991596,0.5,0.7647058823529411,17
gpt2,6,code,17,0,3,8,0.5,0.875,0.9607843137254901,0.0,0.0,17
gpt2,6,code,17,0,4,8,0.5,0.875,0.9641456582633052,0.0,0.0,17
